timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-11T16:04:30,compact_mlp_40_epochs,1e8027b6-bc02-4ca0-8585-6696d4644eb7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.6219692910090089,1.4020591427051194e-08,8.644178101750091e-09,8.5,0.0,3.0,2.6320512673313107e-06,0.0,9.2886496509891e-07,3.560916232430221e-06,0.0,Canada,CAN,quebec,,,macOS-15.6-arm64-arm-64bit-Mach-O,3.13.0,3.2.8,8,Unknown,0,,-71.2,46.8,8.0,machine,0,0,0,0,N,1.0,0.0
2026-06-11T16:04:32,deeper_mlp_120_epochs,39d3befb-02be-4901-a9d3-19641c622255,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.3071074169129133,2.3142858597291776e-08,1.0031114471583078e-08,8.7430040095,0.0,3.0,4.37626957207453e-06,0.0,1.5014982291419682e-06,5.877767801216498e-06,0.0,Canada,CAN,quebec,,,macOS-15.6-arm64-arm-64bit-Mach-O,3.13.0,3.2.8,8,Unknown,0,,-71.2,46.8,8.0,machine,0,0,0,0,N,1.0,0.0
